Respondent_ID,wgt,Q1#,TotalSchoolRoll,Stu_comp,Q1#A_verb,X1#,Q2#A,Q2#B,Q2#C,Q2#D,Q2a#A,Q2a#B,Q2a#C,Q2a#D,Q2a#E,Q2a#F,Q2a#G,Q2a#H,Q2a#I,Q2a#J,Q2a#K,Q2a#L,Q2b#A,Q2b#B,Q2b#C,Q2b#D,Q2b#E,Q3#A,Q4#A,Q4#B,Q4#C,Q4#D,Q4#E,Q4#F,Q4#CR,Q4#CS,Q4#CU,Q4#CR_verb,Q5#A,Q6#,Q6#CR_verb,Q7#AA,Q7#AB,Q7#AC,Q7#AD,Q7#AE,Q7#AF,Q7#AG,Q7#BA,Q7#BB,Q7#BC,Q7#BD,Q7#BE,Q7#BF,Q7#BG,Q8a#A,Q8a#B,Q8a#C,Q8b#A,Q8b#B,Q8b#C,Q8c#A,Q8c#B,Q8c#C,Q9#A,Q9#B,Q9#C,Q9#D,Q9#E,Q9#CR,Q9#CS,Q9#CT,Q9#CU,Q9#CR_verb,Q11#A,Q11#B,Q11#C,Q11#D,Q11#CR,Q11#CT,Q11#CU,Q11#CR_verb,Q15#A,Q15#B,Q15#C,Q15#ACR_verb,Q15#BCR_verb,Q15#CCR_verb,Q16#A,Q16#B,Q16#C,Q16#D,Q16#E,Q16#F,Q16#G,Q16#H,Q17#A,Q17#B,Q17#C,Q17#D,Q17#E,Q17#F,Q17#G,Q17#CR,Q17#CS,Q17#CT,Q17#CU,Q17#CR_verb,Q17#B_verb,Q17#C_verb,Q18a#A,Q18a#B,Q18a#C,Q18a#D,Q18a#CS,Q18a#CU,Q18b#,Q18c#,Q18d#,Q19#,Q20#A,Q20#B,Q20#C,Q20#D,Q20#E,Q20#CR,Q20#CS,Q20#CU,Q20#CR_verb,Q21#A,Q21#B,Q21#C,Q21#D,Q21#E,Q21#CR,Q21#CT,Q21#CU,Q21#CR_verb,Q22#A,Q22#B,Q22#C,Q22#D,Q22#E,Q22#F,Q22#G,Q22#H,Q22#I,Q22#J,Q22Text#_verb,Q22Text1#_verb,Q22Text2#_verb,Q22Text3#_verb,Q23#A,Q23#B,Q23#C,Q23#D,Q23#E,Q23#F,Q23#G,Q23#H,Q23#I,Q23#J,Q23#K,Q23#L,Q23#M,Q23#N,Q23Text#_verb,Q24#A,Q24#B,Q24#C,Q24#CT,Q24#CU,Q25#A,Q25#B,Q25#C,Q25#D,Q25#E,Q25#F,Q25#CR,Q25#CS,Q25#CT,Q25#CU,Q25#CR_verb,Q26#A,Q26#B,Q26#C,Q26#D,Q26#E,Q26#F,Q26#G,Q26#H,Q26#CR,Q26#CS,Q26#CT,Q26#CU,Q26#CR_verb,Q27#,Q28#A,Q28#B,Q28#CS,Q28#CT,Q28#CU,Q29#A,Q29#B,Q29#C,Q29#D,Q29#E,Q29#F,Q29#G,Q29#H,Q29#I,Q29#J,Q29#K,Q30#A,Q30#B,Q30#C,Q30#D,Q30#E,Q30#F,Q30#G,Q30#H,SchoolType,Definition,UrbanArea,Authority,GenderofStudents,TerritorialAuthoritywithAucklandLocalBoard,RegionalCouncil,MinistryofEducationLocalOffice,EducationRegion,GeneralElectorate,MaoriElectorate,CensusAreaUnit,Ward,EuropeanPakeha,Maori,Pasifika,Asian,MELAA,Other,InternationalStudents,Decile,DecileCollapsed,TypeOfSchool
ICTJ10833,1.159084093,1,240,2.666666667,90,90,5,4,1,1,2,2,2,2,2,2,1,2,1,2,2,2, , , , , ,4,1,0,0,0,0,0,0,0,0, ,4,1, ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,95,95,95,2,2,1,95,95,95,1,0,0,0,1,0,0,0,0, ,0,0,1,0,0,0,0, ,12,9,14, , , ,2,3,98,98,98,1,1,1,0,0,0,1,0,0,0,0,0,0,0, , , ,1,1,0,1,0,0,2,2,2,2,1,1,1,0,0,0,0,0, ,0,1,1,0,1,0,0,0, ,1,1,3,1,1,97,1,1,3,97, , , , ,2,2,4,2,1,1,2,1,2,1,3,1,1,1, ,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0, ,98,1,1,0,0,0,1,98,98,3,3,3,98,98,98,3,3,3,3,2,3,3,3,1,1,Intermediate,Not Applicable,Levin,State: Not integrated,Co-Educational,Horowhenua District,Manawatu-Wanganui Region,Whanganui,Central South,Otaki,Te Tai Hauauru,Levin West,Levin Ward,109,105,17,7,1,1,0,2,1,1
ICTJ10843,0.652112808,1,495,1.98,250,250,5,4,2,2,1,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,4,1,0,0,0,0,0,0,0,0, ,6,1, ,1,0,1,1,0,0,0,0,0,0,0,0,1,0,95,95,95,4,2,4,4,2,5,1,0,0,0,0,0,0,0,0, ,0,1,1,1,0,0,0, ,8,13,4, , , ,1,1,1,98,98,1,1,1,0,0,0,0,1,0,0,0,0,0,0, , , ,1,1,0,1,0,0,1,1,1,2,1,0,1,0,1,0,0,0, ,1,0,0,0,0,0,0,0, ,1,97,1,3,3,1,1,98,98,98, , , , ,2,2,1,1,2,4,4,1,1,1,2,1,1,1, ,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,1,0,0,0,Schoology.,97,0,0,1,0,0,1,3,3,3,3,3,3,3,3,3,3,1,98,1,1,98,98,98,1,Secondary (Year 7-15),School with Boarding Facilities,Hastings Zone,State: Integrated,Boys School,Hastings District,Hawkes Bay Region,Napier,Central North,Tukituki,Ikaroa-Rawhiti,Frimley,Hastings Ward,407,44,3,17,0,8,16,10,3,2
ICTJ10847,1.159084093,1,296,2.114285714,140,140,1,4,5,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0, ,3,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,95,95,95,95,95,95,0,0,0,0,0,0,1,0,0, ,1,1,0,0,0,0,0, ,9,12,5, , , ,1,2,98,98,98,1,1,1,0,0,0,1,1,0,0,0,0,0,0, , , ,0,1,0,0,0,0,1,1,1,2,1,0,0,0,1,0,0,0, ,0,1,0,0,0,0,0,0, ,1,1,3,1,1,97,2,1,2,98, , , , ,2,3,1,1,4,1,2,1,2,1,1,1,1,1, ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0, ,2,0,1,0,0,0,3,3,3,98,98,2,98,2,2,2,98,2,98,2,2,98,98,98,1,Contributing,Not Applicable,Christchurch,State: Not integrated,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Southern,Port Hills,Te Tai Tonga,Woolston West,Hagley-Ferrymead Ward,113,111,52,16,4,0,0,2,1,1
ICTJ10849,1.159084093,1,173,1.922222222,Approx 90.,90,5,3,4,1,1,1,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,3,1,0,1,1,1,1,0,0,0, ,3,96,"Rough estimate. We have surveyed, however, these results have not been collated yet.",1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,3,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0, ,1,1,1,1,0,0,0, ,1,12,17, , ,Future proofing.,1,1,1,98,98,1,98,98,0,0,0,0,0,0,0,0,0,1,0, , , ,1,1,0,0,0,0,2,1,3,98,1,1,1,0,1,0,0,0, ,0,0,1,0,1,0,0,0, ,1,1,3,1,1,97,1,98,3,98, , , , ,1,1,1,1,2,1,4,1,1,1,1,1,1,1, ,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0, ,98,0,0,1,0,0,4,4,2,98,98,3,4,3,3,3,3,1,98,1,2,98,98,3,2,Contributing,Not Applicable,Christchurch,State: Not integrated,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Southern,Christchurch Central,Te Tai Tonga,Avonside,Hagley-Ferrymead Ward,61,59,39,9,3,2,0,2,1,1
ICTJ10855,0.652112808,1,593,1.656424581,358,358,5,3,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,1,1,0,1,1,1,1,0,0,0, ,6,2, ,1,0,1,0,0,0,0,0,0,1,0,0,0,0,95,95,95,95,95,95,5,2,1,1,1,1,0,0,0,0,0,0, ,0,1,0,0,1,0,0,Trademe.,5,8,16, , , ,1,1,2,3,1,1,2,2,1,0,0,0,1,1,0,0,0,0,0,Give to students., , ,0,1,0,0,0,0,1,1,1,2,1,1,1,1,0,0,0,0, ,1,0,1,0,1,0,0,0, ,1,1,2,1,1,3,1,3,1,97, , , , ,2,1,1,2,1,1,2,1,1,1,1,1,1,1, ,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0, ,2,1,1,0,0,0,1,2,2,1,1,3,3,3,3,1,3,1,3,1,3,3,3,1,1,Secondary (Year 9-15),Not Applicable,Dunedin,State: Not integrated,Co-Educational,Dunedin City,Otago Region,Dunedin,Southern,Dunedin North,Te Tai Tonga,Opoho,Cargill Ward,443,67,11,23,12,7,30,7,3,2
ICTJ10856,0.652112808,1,1802,4.29047619,420,420,6,3,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,6,1,0,0,0,0,0,0,0,0, ,6,1, ,0,0,0,0,1,0,0,0,0,0,0,1,0,0,95,95,95,95,95,95,4,4,5,1,0,1,0,1,0,0,0,0, ,1,0,0,0,0,0,0, ,9,12,16, , , ,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0, ,The company we lease from., ,0,1,0,0,0,0,2,1,4,2,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0, ,2,3,3,2,1,97,3,3,3,97, , , , ,1,2,1,1,1,1,4,1,1,1,2,2,1,1, ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0, ,2,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Secondary (Year 9-15),Not Applicable,Northern Auckland Zone,State: Not integrated,Co-Educational,Auckland- Hibiscus and Bays,Auckland Region,Auckland North,Northern,East Coast Bays,Te Tai Tokerau,Long Bay,Albany Ward,1477,73,15,93,25,0,119,10,3,2
ICTJ10863,1.159084093,1,281,1.873333333,150,150,2,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,4,1,0,0,0,0,0,0,0,0, ,5,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0, ,0,0,0,0,1,0,0,Equico., , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Contributing,Not Applicable,Hastings Zone,State: Not integrated,Co-Educational,Hastings District,Hawkes Bay Region,Napier,Central North,Tukituki,Ikaroa-Rawhiti,Anderson Park,Havelock North Ward,171,99,3,7,0,1,0,5,2,1
ICTJ10878,1.159084093,1,586,1.921311475,305,305,3,4,4,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,1,2,2,3,1,0,1,1,1,1,0,0,0, ,6,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,95,95,95,4,4,1,95,95,95,0,0,0,0,0,0,1,0,0, ,0,1,1,0,0,0,0, ,15,13,8, , , ,1,1,1,3,98,1,1,1,0,0,1,1,0,0,0,0,0,0,0, , ,RCN.,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0, ,0,1,1,0,0,1,0,0,TTS technician comes for three hours a week.,1,1,3,1,1,3,3,3,2,97, , , , ,2,2,4,98,4,1,4,1,2,98,98,1,1,1, ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0, ,0,0,0,0,0,1,0,0,0,0,0,0,GAFE. Blogger.,97,1,0,0,0,0,4,4,2,4,4,2,2,1,2,2,4,1,98,1,1,2,4,2,1,Intermediate,Not Applicable,Hamilton Zone,State: Not integrated,Co-Educational,Hamilton City,Waikato Region,Hamilton,Central North,Hamilton West,Hauraki-Waikato,Maeroa,West Ward,242,277,30,29,4,4,0,4,2,1
ICTJ10885,1.159084093,1,550,3.4375,160,160,3,3,6,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,3,1,0,1,1,0,1,0,0,0, ,6,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,95,95,95,3,3,95,95,95,95,1,0,1,0,1,0,0,0,0, ,1,1,1,0,0,0,0, ,16,8,3, , , ,1,1,1,1,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0, , , ,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0, ,0,1,1,0,1,0,0,0, ,3,3,3,1,1,97,3,1,3,98, , , , ,2,1,4,1,1,3,2,1,2,1,2,2,1,1, ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,Intermediate,Not Applicable,Upper Hutt Zone,State: Not integrated,Co-Educational,Upper Hutt City,Wellington Region,Wellington,Central South,Rimutaka,Ikaroa-Rawhiti,Elderslea,Area Outside Ward,348,132,26,24,16,4,0,7,3,1
ICTJ10887,1.159084093,1,414,3.393442623,122,122,4,3,2,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,3,1,0,0,0,0,0,0,0,0, ,7,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0, ,0,0,0,0,1,0,0,Equico.,8,15,4, , , ,1,1,1,98,98,1,1,1,0,0,0,0,1,0,0,0,0,0,0, , , ,0,1,0,0,0,0,2,1,98,1,1,1,1,0,1,0,0,0, ,0,0,1,0,0,0,0,0, ,1,1,1,1,1,97,2,1,3,98, , , , ,2,2,4,1,4,4,1,1,1,1,1,1,1,1, ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,97,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,Contributing,Not Applicable,Northern Auckland Zone,State: Not integrated,Co-Educational,Auckland- Hibiscus and Bays,Auckland Region,Auckland North,Northern,North Shore,Te Tai Tokerau,Mairangi Bay,Albany Ward,304,15,2,79,8,4,2,10,3,1
ICTJ10889,1.159084093,1,399,8.3125,48,48,5,99,5,99,99,99,99,99,99,99,1,99,99,99,99,99,1,99,99,99,99,6,1,0,1,1,0,0,0,0,0, ,6,96,As recorded on our student management system.,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,95,95,95,0,0,0,0,0,0,1,0,0, ,0,0,1,0,0,0,0, ,9,13,16, , , ,2,2,98,98,98,98,98,98,0,1,0,1,0,0,0,0,0,0,0, ,Equico. Telecom for leased laptops., ,0,1,0,1,0,0,2,1,1,2,1,1,1,1,0,0,0,0, ,0,0,1,0,0,0,0,0, ,99,1,1,1,1,99,99,99,99,99,99, , , ,4,4,4,2,99,99,4,99,99,99,99,99,99,99,99,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0, ,0,0,0,0,0,0,0,1,0,0,0,0,Google Docs Blogger.,98,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Full Primary,Not Applicable,Christchurch,State: Not integrated,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Southern,Christchurch Central,Te Tai Tonga,Shirley West,Shirley-Papanui Ward,269,79,22,20,9,0,0,4,2,1
ICTJ10893,1.159084093,1,115,1.25,92,92,3,4,4,1,1,1,1,1,98,1,1,1,1,98,98,98,1,2,2,98,98,2,1,0,1,1,0,0,0,0,0, ,4,2, ,1,1,1,1,0,0,0,0,0,0,0,0,1,0,4,4,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0, ,1,1,0,1,0,0,0, ,9,13,7, , , ,1,1,2,2,98,2,98,98,0,0,0,1,1,0,0,0,0,0,0, , , ,1,1,0,1,0,0,2,1,4,2,1,0,1,0,0,0,0,0, ,0,0,1,0,0,0,0,0, ,3,1,3,1,1,3,97,97,97,97, , , , ,3,3,3,2,2,1,3,1,1,1,1,1,1,1, ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,Contributing,Not Applicable,Gisborne,State: Not integrated,Co-Educational,Gisborne District,Gisborne Region,Napier,Central North,East Coast,Ikaroa-Rawhiti,Makaraka,Gisborne Ward,77,36,0,2,0,0,0,5,2,1
ICTJ10894,1.159084093,1,129,2.047619048,63,63,2,4,4,98,1,1,1,1,98,2,2,2,2,2,2,2,1,1,2,2,2,3,1,0,0,0,0,0,0,0,0, ,5,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,5,5,1,95,95,95,95,95,95,1,0,0,0,1,0,0,0,0, ,0,1,0,0,0,0,0, ,9,12,16, , , ,1,1,1,98,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0, , , ,1,1,0,1,0,0,2,1,1,1,1,0,1,0,1,0,0,0, ,0,0,1,0,0,0,0,0, ,3,1,98,1,1,98,3,3,3,98, , , , ,2,1,2,2,4,4,4, ,1,1,1,1,2,98, ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,0,1,0,0,3,3,1,98,98,98,98,98,98,98,4,1,98,98,1,98,98,98,1,Contributing,Not Applicable,Invercargill,State: Not integrated,Co-Educational,Invercargill City,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Makarewa,Area Outside Ward,108,19,0,1,1,0,0,8,3,1
ICTJ10895,1.159084093,1,28,0.933333333,30,30,4,6,1,1,2,2,2,2,2,1,1,2,2,2,2,2, , , , , ,2,1,0,1,0,0,0,0,0,0, ,4,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,Students don't bring their own devices.,0,0,0,0,1,0,0,Our School ICT Technician.,8,1,16, , , ,1,2,3,3,3,2,3,3,0,0,0,0,1,0,0,0,0,0,0, , , ,0,0,0,0,1,0,98,3,4,2,1,0,1,0,1,0,0,0, ,0,0,0,1,0,0,0,0, ,98,1,97,1,3,97,97,97,3,98, , , , ,1,2,1,1,1,1,1,4,2,1,1,1,1,98, ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,1,0,0,0,0,98,98,98,98,98,3,98,98,98,98,98,98,98,98,98,98,98,98,98,Full Primary,Not Applicable,Rural Area,State: Not integrated,Co-Educational,Gisborne District,Gisborne Region,Napier,Central North,East Coast,Ikaroa-Rawhiti,East Cape,Waiapu Ward,0,28,0,0,0,0,0,1,1,1
ICTJ10912,1.159084093,1,387,4.073684211,95,95,3,4,4,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,3,1,0,0,0,0,0,0,0,0, ,6,2, ,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,95,95,95,95,95,95,0,0,0,0,0,0,1,0,0, ,0,0,0,0,1,0,0,TELA.,9,8,11, , , ,1,1,98,98,98,1,98,98,0,0,1,1,1,0,0,0,0,0,0, , ,"Not sure of company, our tech support person has access to disposal.",1,1,0,1,0,0,3,1,1,1,0,1,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0, ,3,3,3,2,2,3,2,3,3,98, , , , ,2,2,1,2,4,1,2,1,2, ,1,1,1,1, ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,97,0,0,1,0,0,3,98,3,3,98,98,98,98,98,4,4,4,98,3,3,98,98,3,3,Contributing,Not Applicable,Feilding,State: Not integrated,Co-Educational,Manawatu District,Manawatu-Wanganui Region,Whanganui,Central South,Rangitikei,Te Tai Hauauru,Feilding West,Feilding Ward,303,67,8,5,3,1,0,6,2,1
ICTJ10920,1.159084093,1,110,2.037037037,54,54,3,3,3,3,1,2,2,2,2,1,1,2,1,2,2,2,1,98,1,2,2,4,1,0,0,0,0,0,0,0,0, ,6,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,2,4,1,95,95,95,95,95,95,1,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0, ,5,8,6, , , ,1,1,1,3,3,1,1,1,0,0,1,0,1,0,0,0,0,0,0, , ,Local recyclers as available.,1,1,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0, ,97,1,1,1,1,97,1,1,3,98, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1, ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,0,1,0,0,3,98,3,98,98,3,98,3,98,3,98,3,98,3,1,98,3,1,3,Contributing,Not Applicable,Rural Area,State: Not integrated,Co-Educational,Upper Hutt City,Wellington Region,Wellington,Central South,Rimutaka,Ikaroa-Rawhiti,Mangaroa,Area Outside Ward,97,5,2,4,0,2,0,10,3,1
ICTJ10929,0.652112808,1,745,1.960526316,380,380,6,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,1,1,1,1,0,0,0, ,5,1, ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,1,0,0, ,0,0,1,0,0,0,0, ,5,6,1, , , ,1,98,98,98,98,98,98,98,0,0,1,0,0,0,0,0,0,0,0, , ,IT Recycle.,0,0,0,0,1,0,98,1,3,2,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0, ,3,3,3,3,3,3,97,3,3,3, , , ,Depends on what is offered., , , , , , ,4, , , , , , , , ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,97,0,0,1,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Secondary (Year 9-15),Not Applicable,Southern Auckland Zone,State: Not integrated,Co-Educational,Auckland- Mangere-Otahuhu,Auckland Region,Auckland South,Northern,Mangere,Tamaki Makaurau,Viscount,Manukau Ward,8,137,578,11,7,4,0,1,1,2
ICTJ10933,0.652112808,1,160,1.684210526,95,95,3,5,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,3,1,0,1,1,1,1,0,0,0, ,6,96,We email to parents frequently so know who is NOT connected.,1,1,1,1,0,0,0,0,0,0,0,1,0,0,5,4,1,5,2,1,5,2,5,1,0,0,1,0,1,0,0,0,School Google sites.,0,1,1,1,0,0,0, ,16,15,5, , , ,1,1,2,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0, , ,C.O. Wastebusters.,1,1,0,1,0,0,2,1,4,2,1,1,0,0,0,1,0,0,We need to be further up the list for N4L because of our isolation - disadvantaging students.,0,1,1,0,1,1,0,0,The teacher has no time allowance.,1,2,97,1,1,97,2,3,1,97, , , , ,2,3,1,2,98,98,1,1,3,1,2,2,3, , ,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0, ,1,1,0,0,0,0,0,0,0,0,0,0, ,98,1,1,0,0,0,3,3,3,3,3,1,3,98,98,1,3,2,3,3,1,3,1,3,1,Composite (Year 1-15),Not Applicable,Rural Centre,State: Not integrated,Co-Educational,Central Otago District,Otago Region,Dunedin,Southern,Waitaki,Te Tai Tonga,Ranfurly,Maniototo Ward,116,35,4,4,1,0,0,7,3,2
ICTJ10948,1.159084093,1,6,0.5,12,12,6,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2, , , , , ,2,1,0,0,0,0,0,0,0,0, ,4,1, ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,1,1,5,1,1,1,1,1,0,0,0,0,0,0,1,0,0, ,0,1,0,1,0,0,0, ,13,4,9, , , ,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0, , , ,0,1,0,1,0,0,2,1,3,98,0,0,1,0,1,0,0,0, ,0,0,1,0,0,0,0,0, ,3,3,3,1,1,3,3,3,3,3, , , ,student management.,1,1,1,2,1,1,1,1,1,1,1,1,1,1, ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,1,0,0,1,0,0,3,3,3,4,4,3,4,4,4,4,4,3,3,1,3,3,3,3,3,Full Primary,Not Applicable,Rural Area,State: Not integrated,Co-Educational,Waitomo District,Waikato Region,Hamilton,Central North,Taranaki-King Country,Te Tai Hauauru,Mokauiti,Waitomo Rural Ward,3,3,0,0,0,0,0,4,2,1
ICTJ10949,1.159084093,1,263,2.138211382,123,123,2,5,3,1,1,1,1,1,1,98,98,98,1,98,2,2,1,2,2,2,2,4,1,0,0,0,0,0,0,0,0, ,5,2, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,5,5,95,5,5,95,5,5,95,0,0,0,0,0,0,1,0,0, ,0,1,0,1,0,0,0, ,5,16,8, , , ,1,1,98,98,98,1,1,1,0,0,1,0,1,0,0,0,0,0,0, , ,Nelson Recycling Centre.,1,1,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0, ,0,1,1,0,0,0,0,0, ,3,1,1,1,1,97,3,98,1,98, , , , ,1,3,4,1,4,1,3,1,1,1,1,1,1,1, ,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0, ,98,0,0,1,0,0,4,98,98,98,98,98,98,98,98,98,98,3,98,1,4,98,98,1,2,Full Primary,Not Applicable,Rural Centre,State: Not integrated,Co-Educational,Tasman District,Tasman Region,Nelson,Southern,West Coast-Tasman,Te Tai Tonga,Mapua,Moutere-Waimea Ward,226,24,3,4,2,3,1,9,3,1
ICTJ10968,0.652112808,1,996,3.141955836,317,317,6,4,1,1,2,2,2,2,2,1,1,2,2,2,2,2, , , , , ,6,1,0,0,1,0,1,0,0,0, ,6,2, ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,3,3,5,1,0,0,1,0,0,0,0,0, ,1,1,1,1,0,0,0, ,8,10,16, , , ,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,Ewaste collection too expensive.,Equico.,"Recycling not readily available, but would love to do it. Costs are high, recycle parts within the school as we can.",1,1,0,1,0,0,1,1,4,2,0,0,0,0,1,0,0,0, ,1,0,1,0,0,0,0,0, ,1,1,1,1,1,97,1,1,3,97, , , , ,2,2,2,1,1,1,4,1,1,1,2,2,2,1, ,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0, ,98,0,1,0,0,0,1,1,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,1,Secondary (Year 9-15),Not Applicable,Blenheim,State: Not integrated,Girls School,Marlborough District,Marlborough Region,Nelson,Southern,Kaikoura,Te Tai Tonga,Springlands,Blenheim Ward,777,118,40,33,13,5,10,7,3,2
