Respondent_ID,wgt,Q1#,TotalSchoolRoll,Stu_comp,Q1#A_verb,X1#,Q2#A,Q2#B,Q2#C,Q2#D,Q2a#A,Q2a#B,Q2a#C,Q2a#D,Q2a#E,Q2a#F,Q2a#G,Q2a#H,Q2a#I,Q2a#J,Q2a#K,Q2a#L,Q2b#A,Q2b#B,Q2b#C,Q2b#D,Q2b#E,Q3#A,Q4#A,Q4#B,Q4#C,Q4#D,Q4#E,Q4#F,Q4#CR,Q4#CS,Q4#CU,Q4#CR_verb,Q5#A,Q6#,Q6#CR_verb,Q7#AA,Q7#AB,Q7#AC,Q7#AD,Q7#AE,Q7#AF,Q7#AG,Q7#BA,Q7#BB,Q7#BC,Q7#BD,Q7#BE,Q7#BF,Q7#BG,Q8a#A,Q8a#B,Q8a#C,Q8b#A,Q8b#B,Q8b#C,Q8c#A,Q8c#B,Q8c#C,Q9#A,Q9#B,Q9#C,Q9#D,Q9#E,Q9#CR,Q9#CS,Q9#CT,Q9#CU,Q9#CR_verb,Q11#A,Q11#B,Q11#C,Q11#D,Q11#CR,Q11#CT,Q11#CU,Q11#CR_verb,Q15#A,Q15#B,Q15#C,Q15#ACR_verb,Q15#BCR_verb,Q15#CCR_verb,Q16#A,Q16#B,Q16#C,Q16#D,Q16#E,Q16#F,Q16#G,Q16#H,Q17#A,Q17#B,Q17#C,Q17#D,Q17#E,Q17#F,Q17#G,Q17#CR,Q17#CS,Q17#CT,Q17#CU,Q17#CR_verb,Q17#B_verb,Q17#C_verb,Q18a#A,Q18a#B,Q18a#C,Q18a#D,Q18a#CS,Q18a#CU,Q18b#,Q18c#,Q18d#,Q19#,Q20#A,Q20#B,Q20#C,Q20#D,Q20#E,Q20#CR,Q20#CS,Q20#CU,Q20#CR_verb,Q21#A,Q21#B,Q21#C,Q21#D,Q21#E,Q21#CR,Q21#CT,Q21#CU,Q21#CR_verb,Q22#A,Q22#B,Q22#C,Q22#D,Q22#E,Q22#F,Q22#G,Q22#H,Q22#I,Q22#J,Q22Text#_verb,Q22Text1#_verb,Q22Text2#_verb,Q22Text3#_verb,Q23#A,Q23#B,Q23#C,Q23#D,Q23#E,Q23#F,Q23#G,Q23#H,Q23#I,Q23#J,Q23#K,Q23#L,Q23#M,Q23#N,Q23Text#_verb,Q24#A,Q24#B,Q24#C,Q24#CT,Q24#CU,Q25#A,Q25#B,Q25#C,Q25#D,Q25#E,Q25#F,Q25#CR,Q25#CS,Q25#CT,Q25#CU,Q25#CR_verb,Q26#A,Q26#B,Q26#C,Q26#D,Q26#E,Q26#F,Q26#G,Q26#H,Q26#CR,Q26#CS,Q26#CT,Q26#CU,Q26#CR_verb,Q27#,Q28#A,Q28#B,Q28#CS,Q28#CT,Q28#CU,Q29#A,Q29#B,Q29#C,Q29#D,Q29#E,Q29#F,Q29#G,Q29#H,Q29#I,Q29#J,Q29#K,Q30#A,Q30#B,Q30#C,Q30#D,Q30#E,Q30#F,Q30#G,Q30#H,SchoolType,Definition,UrbanArea,Authority,GenderofStudents,TerritorialAuthoritywithAucklandLocalBoard,RegionalCouncil,MinistryofEducationLocalOffice,EducationRegion,GeneralElectorate,MaoriElectorate,CensusAreaUnit,Ward,EuropeanPakeha,Maori,Pasifika,Asian,MELAA,Other,InternationalStudents,Decile,DecileCollapsed,TypeOfSchool
ICTJ11200,0.652112808,1,464,2.52173913,184,184,5,4,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,4,1,0,1,1,1,1,0,0,0, ,5,96,"Comprehensive survey conducted seven years ago with this result. Most access issues relate to remoteness with poor or no telephone lines. Recent survey indicates 89%. However, only 20% of families have responded, either online or in person and at parent/teacher interview evenings.",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,2,2,3,4,1,0,0,0,1,0,0,0,0, ,1,1,0,1,0,0,0, ,8,16,3, , , ,1,3,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0, , , ,1,1,0,1,0,0,2,1,1,2,1,0,1,0,0,0,0,0, ,1,1,0,0,0,0,0,0, ,1,3,3,3,3,97,3,3,3,97, , , , ,2,1,2,2,4,1,4,1,1,1,2,2,2,1, ,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0, ,98,0,0,1,0,0,2,3,4,1,2,1,3,3,3,3,3,3,3,1,98,98,3,3,98,Secondary (Year 7-15),Not Applicable,Rural Centre,State: Not integrated,Co-Educational,Far North District,Northland Region,Whangarei,Northern,Northland,Te Tai Tokerau,Okaihau,Western Ward,118,331,12,1,0,2,0,2,1,2
ICTJ11216,0.652112808,1,989,2.4725,400,400,5,4,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,6,1,0,0,0,0,0,0,0,0, ,6,2, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,95,95,95,95,95,95,2,2,2,1,0,0,0,1,0,0,0,0, ,0,1,0,0,1,0,0,Through New Era IT.,16,5,8, , , ,1,1,1,98,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0, , , ,1,1,0,0,0,0,1,1,1,2,1,0,1,0,1,1,0,0,"We need to be connected ASAP. The Ministry of Education need to clarify when secondary schools will be connected to the N4L, to assist with budgeting.",1,0,0,0,0,0,0,0, ,1,3,1,1,1,1,3,1,1,97, , , , ,2,2,1,2,3,1,4,1,2,1,3,2,2,1, ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,1,0,0,0,Sharepoint.,98,0,0,1,0,0,1,2,3,2,3,1,3,3,3,1,3,3,3,1,3,3,3,3,3,Secondary (Year 9-15),Not Applicable,Central Auckland Zone,State: Not integrated,Co-Educational,Auckland- Maungakiekie-Tamaki,Auckland Region,Auckland South,Northern,Maungakiekie,Tamaki Makaurau,Penrose,Maungakiekie-Tamaki Ward,93,202,375,261,31,4,23,3,1,2
ICTJ11230,0.652112808,1,285,2.035714286,140,140,4,4,4,2,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,3,1,0,1,1,1,1,0,0,0, ,6,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,95,95,95,2,2,3,4,4,5,1,1,0,1,1,0,0,0,0, ,0,0,1,1,1,0,0,Aoraki Polytecnnic.,8,1,14, , , ,1,1,1,98,98,1,1,1,0,0,1,1,1,0,0,0,0,0,0, , ,Our landfill takes most of the e-waste.,1,1,0,1,0,0,3,1,2,2,1,0,1,1,0,0,0,0, ,1,0,0,0,0,0,0,0, ,3,3,3,1,1,3,3,3,3,97, , , , ,2,2, , ,1,1,1,1,3,1,1,1,2, , ,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,1,98,98,98,98,98,Secondary (Year 7-15),Not Applicable,Temuka,State: Not integrated,Co-Educational,Timaru District,Canterbury Region,Christchurch,Southern,Rangitata,Te Tai Tonga,Temuka,Pleasant Point-Temuka Ward,221,48,4,10,1,0,1,5,2,2
ICTJ11231,1.159084093,1,97,1.53968254,63,63,4,4,4,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,4,1,0,0,0,0,0,0,0,0, ,6,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,2,2,1,2,3,1,95,95,95,1,0,0,0,0,0,0,0,0, ,1,0,1,1,0,0,0, ,9,3,16, , , ,1,1,98,98,98,1,98,98,0,0,0,0,1,0,0,0,0,0,0, , , ,0,1,0,0,0,0,2,2,1,1,1,0,1,0,1,0,0,0, ,0,1,1,0,0,0,0,0, ,3,1,3,1,1,97,3,3,3,98, , , , ,4,98,1,2,4,1,1,1,2,1,2,2,2,98, ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,97,0,0,1,0,0,2,3,1,3,3,3,3,3,3,3,3,3,98,2,1,98,2,1,1,Full Primary,Not Applicable,Rural Area,State: Not integrated,Co-Educational,Horowhenua District,Manawatu-Wanganui Region,Whanganui,Central South,Otaki,Te Tai Hauauru,Opiki,Miranui Ward,70,21,2,2,2,0,0,6,2,1
ICTJ11242,1.159084093,1,530,4.416666667,120,120,5,5,99,99,2,2,2,2,2,1,99,99,99,99,99,99,2,2,1,99,99,6,1,0,1,1,0,1,0,0,0, ,6,2, ,1,0,1,0,0,0,0,0,1,0,1,0,0,0,5,99,99,95,95,95,95,95,95,0,0,0,0,0,0,1,0,0, ,1,1,0,0,0,0,0, ,1,2,6, , , ,1,99,1,99,99,1,1,1,0,1,1,0,1,0,0,0,0,0,0, ,99,99,0,1,0,1,0,0,2,2,2,1,1,0,1,0,1,0,0,0, ,0,0,1,0,1,0,0,0, ,1,1,1,1,1,2,2,1,1,99,99, , , ,2,1,1,1,2,2,4,1,2,1,1,2,1,1,99,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0, ,98,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,1,1,Contributing,Sch. with Side School,Western Auckland Zone,State: Not integrated,Co-Educational,Auckland- Waitakere Ranges,Auckland Region,Auckland North,Northern,Waitakere,Tamaki Makaurau,Otimai,Waitakere Ward,439,52,11,18,6,4,0,9,3,1
ICTJ11245,0.652112808,1,1992,4.98,approximately 400.,400,5,5,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,5,1,0,0,0,0,0,0,0,0, ,6,2, ,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,5,5,4,5,5,5,1,0,1,0,1,0,0,0,0, ,1,1,1,0,0,0,0, ,1,17,15, ,Not sure what more you want here., ,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0, ,Various.,Various.,1,1,0,1,0,0,1,1,1,2,0,0,0,0,0,1,0,0,"We have registered, but as a massive user of data - we are not convinced that N4L can deliver the SPEED we need.",0,0,0,0,0,1,0,0,We have a support contract with a provider who offers high end remote technical support and provides an onsite technician.,3,3,3,97,2,98,3,2,1,1, ,Not convinced of the speed of the connection when we also add in 2500 users accessing the internet on a need it right now basis and we add in the extra burden of online things like student management or LMS., , ,3,1,1,2,1,1,4, ,1,1,4,2,2, , ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0, ,0,0,0,1,0,0,0,0,1,0,0,0,We also use Word Press.,98,0,1,0,0,0,1,3,3,3,3,3,98,98,3,98,98,1,3,1,1,3,1,1,1,Secondary (Year 7-15),Not Applicable,Northern Auckland Zone,State: Not integrated,Co-Educational,Auckland- Hibiscus and Bays,Auckland Region,Auckland North,Northern,Rodney,Te Tai Tokerau,Orewa,Albany Ward,1579,196,50,69,23,15,60,9,3,2
ICTJ11249,0.652112808,1,390,3,130,130,4,3,2,4,1,1,1,1,2,2,1,1,2,2,1,2,1,2,2,2,1,5,1,0,1,1,1,1,0,0,0, ,5,1, ,1,1,1,1,0,0,0,0,0,0,0,0,1,0,95,95,95,95,95,95,3,3,3,1,0,0,1,0,0,0,0,0, ,1,0,0,0,0,0,0, ,13,16,12, , , ,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0, , , ,1,1,0,1,0,0,1,3,1,98,1,1,1,0,1,0,0,0, ,1,1,1,0,1,0,0,0, ,1,3,1,1,1,97,2,1,1,98, , , , ,2,1,1,1,1,1,3,1,1,1,1,1,1,1, ,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0, ,98,0,0,1,0,0,2,4,4,3,4,3,3,3,3,3,3,2,3,3,1,3,3,1,1,Secondary (Year 11-15),Not Applicable,Southern Auckland Zone,State: Not integrated,Co-Educational,Auckland- Howick,Auckland Region,Auckland South,Northern,Hunua,Hauraki-Waikato,Ormiston,Howick Ward,62,19,34,246,23,0,6,10,3,2
ICTJ11251,1.159084093,1,56,4.307692308,13,13,3,6,1,1,2,2,2,2,2,2,1,2,1,2,2,2, , , , , ,2,0,0,1,1,0,0,0,0,0, ,6,1, ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,95,95,5,95,95,95,95,95,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,1,0, ,8,3, , , , ,1,98,98,98,98,2,2,2,1,0,0,0,1,0,0,0,0,0,0,Organised through local High School., , ,0,0,0,1,0,0,3,1,2,98,0,1,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0, ,97,1,1,1,1,98,1,98,98,98, , , , ,98,3,3,3,1,1,3,1,2,1,1,2,1,1, ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,0,1,0,0,98,98,98,98,98,98,98,98,98,98,98,4,98,1,98,98,98,98,1,Full Primary,Not Applicable,Rural Area,State: Not integrated,Co-Educational,Far North District,Northland Region,Whangarei,Northern,Northland,Te Tai Tokerau,Waihou Valley-Hupara,Eastern Ward,40,14,0,0,2,0,0,6,2,1
ICTJ11252,1.159084093,1,169,1.877777778,90,90,5,4,4,99,99,99,99,99,99,99,1,99,99,99,99,99,1,99,99,99,99,2,1,0,1,1,0,0,0,0,0, ,6,2, ,1,1,1,1,0,0,0,0,0,0,0,0,0,1,5,5,99,5,5,2,95,95,95,1,1,1,1,1,0,0,0,0, ,0,0,0,0,1,0,0,Through technician.,8,9,2, , , ,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0, ,99,99,1,1,0,1,0,0,2,2,1,2,0,0,0,0,1,0,0,0, ,1,1,1,0,0,0,0,0, ,1,1,1,1,1,97,1,1,3,99,99, , , ,3,2,3,2,4,4,3,1,1,1,3,3,1,1,99,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,0,1,0,0,3,3,3,3,3,1,1,4,4,2,2,3,98,1,98,98,98,1,2,Full Primary,Not Applicable,Rural Area,State: Not integrated,Co-Educational,Western Bay of Plenty District,Bay of Plenty Region,Rotorua,Central North,Bay of Plenty,Waiariki,Kaimai,Kaimai Ward,139,24,2,4,0,0,0,9,3,1
ICTJ11255,0.652112808,1,801,3.814285714,210,210,5,4,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,2,4,1,0,1,1,1,0,0,0,0, ,6,1, ,0,0,0,0,1,0,0,0,0,0,0,1,0,0,95,95,95,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0, ,5,8,6, , , ,1,1,3,3,3,2,1,1,1,0,0,1,1,0,0,0,0,0,0, , , ,1,1,0,1,0,0,2,1,1,2,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0, ,3,97,97,1,1,1,3,2,3,97, , , , ,1,1,1,2,2, ,4,1,1,1,1,1,1,1, ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,0,1,0,0,1,2,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,Secondary (Year 9-15),School with Boarding Facilities,Dunedin,State: Not integrated,Boys School,Dunedin City,Otago Region,Dunedin,Southern,Dunedin North,Te Tai Tonga,High St-Stuart St,Cargill Ward,585,91,36,51,15,6,17,9,3,2
ICTJ11262,1.159084093,1,188,2.35,80,80,6,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,3,1,0,0,0,0,0,0,0,0, ,5,2, ,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2,2,2,95,95,95,0,0,0,0,0,0,1,0,0, ,1,0,0,0,0,0,0, ,8, , , , , ,1,1,2,98,98,1,1,1,1,0,0,0,0,0,0,0,0,0,0, , , ,1,1,1,1,0,0,2,1,1,2,0,1,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0, ,97,1,1,1,1,98,1,1,3,98, , , , ,98,1,1,1,1,1,4,98,1,1,4,1,1,1, ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,1,1,0,0,0,0,3,3,98,4,98,3,3,3,3,3,3,1,98,1,98,98,98,1,1,Contributing,Bilingual Year 7-8 School,Otaki,State: Not integrated,Co-Educational,Kapiti Coast District,Wellington Region,Wellington,Central South,Otaki,Te Tai Hauauru,Otaki,Otaki Ward,11,161,10,5,0,1,0,3,1,3
ICTJ11268,1.159084093,1,29,0.878787879,33,33,2,6,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,4,1,0,1,1,0,0,0,0,0, ,6,2, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,5,4,95,5,4,95,95,95,95,0,0,0,0,0,0,1,0,0, ,0,1,0,0,1,0,0,Private Lease Company.,8,7,11, , , ,1,98,1,98,98,1,98,1,0,0,1,0,0,0,0,0,0,0,0, , ,Local recycling plant that accepts digital devices.,0,1,0,0,0,0,2,1,3,2,0,0,0,0,0,1,0,0,"We are ready, but we would accept any other of the above as well.",0,0,1,0,0,0,0,0, ,98,98,98,1,1,98,98,98,98,98, , , , ,98,98,98,3,1,1,1,1,98,1,1,1,1,1, ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0, ,98,0,0,0,1,0,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,Full Primary,Not Applicable,Rural Area,State: Not integrated,Co-Educational,Central Hawke's Bay District,Hawkes Bay Region,Napier,Central North,Tukituki,Ikaroa-Rawhiti,Elsthorpe-Flemington,Aramoana-Ruahine Ward,11,18,0,0,0,0,0,3,1,1
ICTJ11270,1.159084093,1,288,2.571428571,112,112,2,4,5,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,4,1,0,0,0,0,0,0,0,0, ,6,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,5,5,1,95,95,95,95,95,95,0,0,0,0,0,0,1,0,0, ,0,1,1,1,0,0,0, ,9,3,2, , , ,1,1,98,98,98,1,98,98,1,0,1,0,0,0,0,0,0,0,0, , ,Crippled Children Society.,1,1,0,0,0,0,3,1,1,1,0,0,0,0,0,0,1,0, ,1,0,0,0,0,0,0,0, ,1,1,97,1,1,97,1,1,3,97, , , , ,2,2,1,1,1,4,1,1,2,2,1,2,2,1, ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,97,0,0,1,0,0,4,3,98,4,4,3,4,3,4,4,3,4,4,4,4,3,4,3,4,Contributing,Not Applicable,Invercargill,State: Not integrated,Co-Educational,Invercargill City,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Otatara,Area Outside Ward,218,48,6,4,9,3,0,10,3,1
ICTJ11276,0.652112808,1,379,3.18487395,"each teacher has a laptop (40+) computer suite 30 desktops, 6 in library, 3 in staffroom, 30 iPads (english) Laptops (Computers on wheels x 10).",119,5,4,4,98,98,98,98,1,1,1,1,1,1,1,98,98,1,1,1,98,98,6,1,0,0,0,0,0,0,0,0, ,5,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,98,98,98,2,3,5,2,3,5,1,0,0,0,1,0,0,0,0, ,1,0,0,0,0,0,0, ,18,18,18, , , ,98,98,98,98,98,98,98,98,0,0,0,0,0,0,0,0,0,1,0, , , ,1,1,0,1,0,0,2,1,98,98,1,1,1,1,0,0,0,0, ,0,0,0,1,0,0,0,0, ,3,3,1,1,1,98,98,3,3,3, , , ,?.,2,2,2,1,2,1,3,3,98,1,1,1,1,1, ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0, ,1,1,0,1,0,0,0,0,0,0,0,0, ,1,0,0,1,0,0,3,98,98,98,98,1,1,98,2,98,98,98,98,98,98,98,98,98,98,Secondary (Year 9-15),School with Boarding Facilities,Otorohanga,State: Not integrated,Co-Educational,Otorohanga District,Waikato Region,Hamilton,Central North,Taranaki-King Country,Te Tai Hauauru,Otorohanga,Otorohanga Ward,165,199,9,2,4,0,0,4,2,2
ICTJ11279,0.652112808,1,2053,2.733688415,751,751,5,4,2,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,3,0,0,1,1,1,0,1,0,0,Partial wireless network coverage.,6,1, ,1,0,1,1,0,0,0,0,0,0,0,1,0,0,95,95,95,95,95,95,98,98,98,1,0,0,0,1,0,0,0,0, ,0,1,1,0,0,0,0, ,9,8,14, , , ,1,2,1,1,3,1,1,1,0,0,1,0,1,1,0,0,0,0,0,"Pass on to other schools if they are still functioning, but no longer suitable for our network.", ,Local council initiatives.,0,0,1,1,0,0,2,3,1,2,1,0,1,1,1,1,0,0,"We need time to run professional development, and also funds to support lead teachers in driving digital technology initiatives.",1,0,1,0,0,0,0,0, ,3,3,3,1,1,3,1,3,1,1, ,"School Links texting and emailing service, e-asTTLe, Mathletics.", , ,2,1,4,2,1,4,4,1,1,1,1,1,1, , ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,0,1,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,1,Secondary (Year 9-15),Not Applicable,Tauranga,State: Not integrated,Co-Educational,Tauranga City,Bay of Plenty Region,Rotorua,Central North,Tauranga,Waiariki,Bellevue,Otumoetai-Bethlehem Ward,1297,391,21,89,24,167,64,8,3,2
ICTJ11289,1.159084093,1,215,1.592592593,135,135,3,4,4,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0, ,7,1, ,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3,4,95,95,95,95,95,95,95,0,0,0,0,0,0,1,0,0, ,0,1,0,0,1,0,0,Through TTS (IT Service Provider). Tela.,9,8,16, , , ,1,1,2,98,98,1,1,1,0,0,1,0,1,0,0,0,0,0,0, , ,Computer Recycling Ltd (Auckland).,0,1,0,1,0,0,1,2,3,2,0,1,1,0,1,0,0,0, ,1,1,0,0,0,0,0,0, ,2,2,2,97,2,1,2,3,3,97, , , , ,2,2,1,1,4,1,4,1,2,1,2,2,1,1, ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,0,1,0,0,3,3,98,98,3,3,3,3,3,3,3,3,98,3,3,3,98,3,1,Full Primary,Not Applicable,Central Auckland Zone,State: Integrated,Co-Educational,Auckland- Albert-Eden,Auckland Region,Auckland South,Northern,Epsom,Tamaki Makaurau,Epsom South,Albert-Eden-Roskill Ward,156,7,9,39,4,0,0,10,3,1
ICTJ11292,1.159084093,1,390,3.25,120,120,4,5,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,3,1,0,0,0,0,0,0,0,0, ,5,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,5,2,1,95,95,95,95,95,95,1,0,0,0,1,0,0,0,0, ,0,0,1,0,0,0,0, ,9,16,13, , , ,1,1,2,98,98,1,1,1,0,0,1,0,1,0,0,0,0,0,0, , ,"RCN, etc.",1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0, ,1,1,3,1,1,97,2,3,1,98, , , , ,2,98,1,1,2,1,4,1,2,1,2,1,1,98, ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,1,0,0,0,0,Google Apps/Blogger.,2,0,1,0,0,0,3,3,3,3,3,3,4,3,3,3,3,4,4,1,1,2,4,1,1,Contributing,Not Applicable,Central Auckland Zone,State: Not integrated,Co-Educational,Auckland- Albert-Eden,Auckland Region,Auckland South,Northern,Mt Albert,Tamaki Makaurau,Owairaka West,Albert-Eden-Roskill Ward,79,48,134,64,61,4,0,2,1,1
ICTJ11301,1.159084093,1,185,2.720588235,68,68,4,5,4,99,99,99,99,99,99,1,99,99,99,99,99,99,99,99,1,99,99,3,1,0,0,0,0,0,0,0,0, ,4,2, ,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,95,95,95,95,95,95,0,0,0,0,0,0,1,0,0, ,0,0,0,0,1,0,0,Preferred supplier.,6,16,8, , , ,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0, , ,99,1,1,0,1,0,0,1,1,1,3,0,0,0,0,0,0,1,0, ,1,0,0,0,0,0,0,0, ,3,3,3,1,1,3,1,3,1,99, , , , ,4,2,1,98,99,4,4,1,2,2,1,4,2,99,99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,Musac.,97,1,0,0,0,0,3,99,3,99,3,2,3,2,99,2,3,99,99,3,99,2,99,3,1,Contributing,Not Applicable,Rural Centre,State: Not integrated,Co-Educational,Western Bay of Plenty District,Bay of Plenty Region,Rotorua,Central North,Rotorua,Waiariki,Paengaroa,Maketu Ward,84,89,5,5,1,0,1,4,2,1
ICTJ11313,0.652112808,1,2084,4.118577075,506,506,3,3,5,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,3,1,0,0,0,0,0,0,0,0, ,6,1, ,0,0,0,0,0,1,0,0,0,0,0,1,0,0,95,95,95,95,95,95,3,4,4,1,0,1,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Secondary (Year 9-15),Not Applicable,Southern Auckland Zone,State: Not integrated,Co-Educational,Auckland- Howick,Auckland Region,Auckland South,Northern,Pakuranga,Tamaki Makaurau,Pigeon Mountain North,Howick Ward,828,179,139,684,108,13,133,8,3,2
ICTJ11316,1.159084093,1,82,2.733333333,30,30,6,3,3,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,3,1,0,1,1,0,0,0,0,0, ,6,1, ,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Contributing,Not Applicable,Palmerston North,State: Integrated,Co-Educational,Palmerston North City,Manawatu-Wanganui Region,Whanganui,Central South,Palmerston North,Te Tai Hauauru,Palmerston North Central,Awapuni Ward,28,12,21,19,0,2,0,5,2,1
